Date,Message,ID,Reply_to,Merged_Message,Crowd Level,Direction,Crowd Level new,Direction new,Comparison
20/3/2025 20:10,Sg to mly kastam now is smooth,137220,-1,Sg to mly kastam now is smooth,High,Not related,Low,Singapore to Malaysia,Different
20/3/2025 20:05,JB back to sg no queue,137219,-1,JB back to sg no queue,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
20/3/2025 19:57,kranji to woodlands checkpoint both sbs and cws lanes are smooth cw fast game,137217,-1,kranji to woodlands checkpoint both sbs and cws lanes are smooth cw fast game,High,Singapore to Malaysia,Low,Not related,Different
20/3/2025 19:44,Gg jialat car long queue,137209,-1,Gg jialat car long queue,High,Singapore to Malaysia,High,Not related,Same
20/3/2025 18:39,"Kranji to CIQ SG  bus keeps on coming short wait time
CIQ SG to JB  long queue but it is moving smooth",137185,-1,"Kranji to CIQ SG  bus keeps on coming short wait time
CIQ SG to JB  long queue but it is moving smooth",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
20/3/2025 17:56,"Sorry can check if jb to sg got jam

Leaving soon",137167,-1,"Sorry can check if jb to sg got jam

Leaving soon",High,Singapore to Malaysia,Low,Malaysia to Singapore,Different
20/3/2025 17:30,"SG Highway to JB Jam 
The Jam Starts from PIE All the way to BKE",137163,-1,"SG Highway to JB Jam 
The Jam Starts from PIE All the way to BKE",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
20/3/2025 16:45,After 530pm sure jamchiong now ,137155,-1,After 530pm sure jamchiong now ,High,Malaysia to Singapore,High,Not related,Same
20/3/2025 16:44,CW long queue at SG custom,137154,-1,CW long queue at SG custom,High,Singapore to Malaysia,High,Not related,Same
20/3/2025 16:30,The last i saw smooth,137149,137147,Hi May I know the Situation Queue from SG To JB The last i saw smooth,Low,Not related,Not related,Not related,Different
20/3/2025 16:18,Ciq smooth Bus lane 950 also good,137145,-1,Ciq smooth Bus lane 950 also good,High,Not related,Low,Not related,Different
20/3/2025 15:54,Hi anyone know kranji got long queue,137139,-1,Hi anyone know kranji got long queue,High,Singapore to Malaysia,High,Not related,Same
20/3/2025 12:49,JB to SG ok Going back later,137112,-1,JB to SG ok Going back later,High,Malaysia to Singapore,Low,Malaysia to Singapore,Different
20/3/2025 12:34,"Smooth 

Board 1155am kranji CW 
Reach sg customs 1213pm
Sg custom clear 1216pm

Board CW SG customs 1225pm 
Clear JB customs 1232pm",137108,-1,"Smooth 

Board 1155am kranji CW 
Reach sg customs 1213pm
Sg custom clear 1216pm

Board CW SG customs 1225pm 
Clear JB customs 1232pm",High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
20/3/2025 12:19,"Board 1155am kranji CW 
Reach sg customs 1213pm
Sg custom clear 1216pm",137106,-1,"Board 1155am kranji CW 
Reach sg customs 1213pm
Sg custom clear 1216pm",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
20/3/2025 11:52,Take cw bus 2,137105,-1,Take cw bus 2,Low,Not related,Low,Singapore to Malaysia,Same
20/3/2025 11:49,Human no jam,137102,-1,Human no jam,Low,Not related,Low,Not related,Same
20/3/2025 11:10,Yup jam,137095,-1,Yup jam,High,Singapore to Malaysia,High,Not related,Same
20/3/2025 10:10,no jam,137080,-1,no jam,Low,Not related,Low,Not related,Same
20/3/2025 9:17,Heavy jam,137065,-1,Heavy jam,High,Not related,High,Not related,Same
20/3/2025 9:12,jam everywhere,137063,-1,jam everywhere,High,Singapore to Malaysia,High,Not related,Same
20/3/2025 9:01,Jam peanut butter,137057,-1,Jam peanut butter,High,Not related,Low,Not related,Different
19/3/2025 22:35,still got a lot of people walking across the causeway,137014,-1,still got a lot of people walking across the causeway,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
19/3/2025 22:27,"stuck at SG side  less bus coming 
Long queue for cw and 170x to kranji",137011,-1,"stuck at SG side  less bus coming 
Long queue for cw and 170x to kranji",High,Singapore to Malaysia,High,Not related,Same
19/3/2025 21:35,SG to JB rabak Line to SG autogate snake all the way out over to taxi stand Line move only every 20min  Dont bother waiting for the bus Just walk 20min to JB CIQ JB CIQ empty,137002,-1,SG to JB rabak Line to SG autogate snake all the way out over to taxi stand Line move only every 20min  Dont bother waiting for the bus Just walk 20min to JB CIQ JB CIQ empty,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
19/3/2025 21:27,Not moving at all the q,136999,-1,Not moving at all the q,High,Not related,High,Not related,Same
19/3/2025 20:56,thanks,136994,136979,But jam along causeway thanks,Not related,Not related,Not related,Not related,Same
19/3/2025 20:53,reached JBCC all the queue stuck at SG side nobody in CIQ,136993,-1,reached JBCC all the queue stuck at SG side nobody in CIQ,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
19/3/2025 20:24,But jam along causeway,136979,-1,But jam along causeway,High,Singapore to Malaysia,High,Not related,Same
19/3/2025 20:23,No q jb to sg,136978,-1,No q jb to sg,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
19/3/2025 20:23,Sg to Jb The officer looks local and the word STOP ,136977,-1,Sg to Jb The officer looks local and the word STOP ,High,Not related,Low,Singapore to Malaysia,Different
19/3/2025 20:06,School holiday and everybody going to Malaysia to buy baju Raya ,136969,-1,School holiday and everybody going to Malaysia to buy baju Raya ,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
19/3/2025 19:43,Human jam at customs,136967,-1,Human jam at customs,High,Singapore to Malaysia,High,Not related,Same
19/3/2025 19:09,stretches to the mrt money changer,136961,136951,"Kranji MRT
170X  queue stretches all the way to mandai river longkang stretches to the mrt money changer",Not related,Not related,Not related,Not related,Same
19/3/2025 18:28,Got photo,136952,136951,"Kranji MRT
170X  queue stretches all the way to mandai river longkang Got photo",Not related,Not related,Not related,Not related,Same
19/3/2025 18:21,"Kranji MRT
170X  queue stretches all the way to mandai river longkang",136951,-1,"Kranji MRT
170X  queue stretches all the way to mandai river longkang",High,Not related,High,Malaysia to Singapore,Same
19/3/2025 17:58,Snake Q in sg woodlands checkpoint,136948,-1,Snake Q in sg woodlands checkpoint,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
19/3/2025 17:44,Sg to jb 一个小时了 才来两辆巴士,136947,-1,Sg to jb 一个小时了 才来两辆巴士,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
19/3/2025 13:33,Both SG and JB custom into malaysia smooth Bus que not long,136932,-1,Both SG and JB custom into malaysia smooth Bus que not long,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
19/3/2025 10:17,Thanks,136909,136907,Long q at SG customs for bus Thanks,Not related,Not related,Not related,Not related,Same
19/3/2025 10:15,Jb customs no q,136908,-1,Jb customs no q,Low,Malaysia to Singapore,Low,Not related,Same
19/3/2025 10:14,Long q at SG customs for bus,136907,-1,Long q at SG customs for bus,High,Singapore to Malaysia,High,Not related,Same
19/3/2025 9:59,SG  JB  Smooth,136904,-1,SG  JB  Smooth,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
18/3/2025 18:29,no single singapore bus since 20 mins ago jbsg the q long long like snake,136851,-1,no single singapore bus since 20 mins ago jbsg the q long long like snake,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
18/3/2025 17:49,Counter clear Cw bus queue abit but bus coming fast,136848,-1,Counter clear Cw bus queue abit but bus coming fast,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
18/3/2025 17:10,No wonder ,136838,136836,"JB  SG
one prime mover broke down along the Causeway  rather heavy traffic for cars took about 15mins by SJE from JB  Woodlands
Otherwise everything is smoothhhh No wonder ",Not related,Not related,Not related,Not related,Same
18/3/2025 17:09,"JB  SG
one prime mover broke down along the Causeway  rather heavy traffic for cars took about 15mins by SJE from JB  Woodlands
Otherwise everything is smoothhhh",136836,-1,"JB  SG
one prime mover broke down along the Causeway  rather heavy traffic for cars took about 15mins by SJE from JB  Woodlands
Otherwise everything is smoothhhh",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
18/3/2025 16:41,Sg To JB Smooth,136831,-1,Sg To JB Smooth,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
18/3/2025 14:56,Bus q at spore short but bus took more than 10 mins to come,136828,-1,Bus q at spore short but bus took more than 10 mins to come,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
18/3/2025 14:55,Ciq not crowded,136827,-1,Ciq not crowded,Low,Not related,Low,Not related,Same
18/3/2025 13:10,Yeah woodlands,136813,-1,Yeah woodlands,High,Singapore to Malaysia,Low,Not related,Different
18/3/2025 12:45,Saw this on causeway link and hope this helps to Forest City,136800,-1,Saw this on causeway link and hope this helps to Forest City,High,Singapore to Malaysia,Low,Not related,Different
18/3/2025 11:21,Sg to jb in 20 min clear both checkpoints,136789,-1,Sg to jb in 20 min clear both checkpoints,Medium,Singapore to Malaysia,Low,Singapore to Malaysia,Different
18/3/2025 11:20,No queue at all super smooth,136788,-1,No queue at all super smooth,Low,Malaysia to Singapore,Low,Not related,Same
18/3/2025 8:52,,136783,136766,any human traffic from sg ,Not related,Not related,,'float' object has no attribute 'lower',Different
18/3/2025 7:05,Phew today jammed is slight diff,136765,-1,Phew today jammed is slight diff,High,Not related,Low,Not related,Different
17/3/2025 18:16,"Yeah after 6pm is the start
As ppl end of work",136721,136720,"managed to clear from jb to sg in 30min bus was quick n no q but human traffic increasing Yeah after 6pm is the start
As ppl end of work",High,Malaysia to Singapore,Not related,Not related,Different
17/3/2025 18:11,managed to clear from jb to sg in 30min bus was quick n no q but human traffic increasing,136720,-1,managed to clear from jb to sg in 30min bus was quick n no q but human traffic increasing,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/3/2025 16:16,Bus q is short,136712,136710,jb to sg traffic Bus q is short,High,Not related,Low,Not related,Different
17/3/2025 14:22,not v bad by bus,136705,136704,Any idea on the traffic from sg to jb not v bad by bus,Low,Not related,Low,Singapore to Malaysia,Same
17/3/2025 12:25,30mins,136700,136698,Hi can check human traffic sg to jb Thanks 30mins,Low,Not related,High,Not related,Different
17/3/2025 12:07,Hi can check human traffic sg to jb Thanks,136698,-1,Hi can check human traffic sg to jb Thanks,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/3/2025 10:25,human traffic ok but bus need to q,136691,-1,human traffic ok but bus need to q,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/3/2025 10:24,took around 30min sg to JB by bus,136690,-1,took around 30min sg to JB by bus,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
17/3/2025 9:51,sg to jb,136686,-1,sg to jb,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
17/3/2025 8:44,You want to walk run take other bus services also can If 950 isnt available take 170 Get out of the checkpoint first,136676,136672,"Hello Im new to taking bus 950 I can take from woodlands to jb

but the journey back if I want to go back woodlands from jb 950 cannot right I check there is no bus timing right now to go back You want to walk run take other bus services also can If 950 isnt available take 170 Get out of the checkpoint first",High,Not related,Low,Not related,Different
17/3/2025 8:29,"Hello Im new to taking bus 950 I can take from woodlands to jb

but the journey back if I want to go back woodlands from jb 950 cannot right I check there is no bus timing right now to go back",136672,-1,"Hello Im new to taking bus 950 I can take from woodlands to jb

but the journey back if I want to go back woodlands from jb 950 cannot right I check there is no bus timing right now to go back",High,Malaysia to Singapore,High,Malaysia to Singapore,Same
16/3/2025 21:00,Clear custom both custom in 20min Went for CW standing queue,136633,-1,Clear custom both custom in 20min Went for CW standing queue,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
16/3/2025 20:48,Agreed use RM3 can move faster,136632,136629,"Yeah for Bus 170  CW2  Long Queue

Suggested to take the Factory Bus faster Agreed use RM3 can move faster",Medium,Not related,Not related,Not related,Different
16/3/2025 20:46,No queue moving queue swiftly,136630,-1,No queue moving queue swiftly,Low,Malaysia to Singapore,Low,Not related,Same
16/3/2025 20:46,"Yeah for Bus 170  CW2  Long Queue

Suggested to take the Factory Bus faster",136629,-1,"Yeah for Bus 170  CW2  Long Queue

Suggested to take the Factory Bus faster",High,Singapore to Malaysia,High,Not related,Same
16/3/2025 20:44,Still long,136628,136625,jbsg long Q for waiting bus 170till stairs Still long,High,Not related,Not related,Not related,Different
16/3/2025 20:27,jbsg long Q for waiting bus 170till stairs,136625,-1,jbsg long Q for waiting bus 170till stairs,High,Singapore to Malaysia,High,Not related,Same
16/3/2025 19:35,JB to SG super smooth,136620,-1,JB to SG super smooth,High,Not related,Low,Singapore to Malaysia,Different
16/3/2025 19:24,Cleared JB to sg 24 mins,136616,-1,Cleared JB to sg 24 mins,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
16/3/2025 19:23,cw quite fast,136615,-1,cw quite fast,Medium,Not related,Low,Not related,Different
16/3/2025 19:05,The queue to sbs bus is quite long but  now not moving,136606,-1,The queue to sbs bus is quite long but  now not moving,High,Singapore to Malaysia,High,Not related,Same
16/3/2025 18:23,from JB to SG both CW and SBS bus queue all the way to staircase take coach better some coach take 3rm some 5rm choose carefully,136598,-1,from JB to SG both CW and SBS bus queue all the way to staircase take coach better some coach take 3rm some 5rm choose carefully,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
16/3/2025 17:53,Took coach slightly better queue but the guy jacked up the price to RM5 for the bus I took,136593,-1,Took coach slightly better queue but the guy jacked up the price to RM5 for the bus I took,High,Not related,High,Malaysia to Singapore,Same
16/3/2025 17:17,Jbsg  we took the coach paying rm3 each Smooth ride to sg But public buses like 160170170X950 are slow to come Waited about 20 mins,136585,-1,Jbsg  we took the coach paying rm3 each Smooth ride to sg But public buses like 160170170X950 are slow to come Waited about 20 mins,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
16/3/2025 17:09,So currently can i know Q to JB is def fine right now jammed,136577,-1,So currently can i know Q to JB is def fine right now jammed,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
